gps:true;id=latitude,type=0;id=longitude,type=0;id=speed,type=1;id=time,type=0;id=altitude,type=0;id=accuracy,type=0
cmdDesc:010D=Vehicle speed (Speed);UnitType=MPH;Unit=1
1558061536318;010D;0.0
1558061536583;010D;0.0
1558061536807;010D;0.0
1558061537023;010D;0.0
1558061537130;gps;43.500366666666665:-96.74824500000001:0.0:1558061538000:432.8:0.9:0.0
1558061537268;010D;0.0
1558061537641;010D;0.0
1558061537931;010D;0.0
1558061538245;gps;43.500366666666665:-96.74824500000001:0.0:1558061539000:432.8:0.9:0.0
1558061538247;010D;0.0
1558061538528;010D;0.0
1558061538719;010D;0.0
1558061538989;010D;0.0
1558061539104;gps;43.500366666666665:-96.74824500000001:0.0:1558061540000:432.8:0.9:0.0
1558061539268;010D;0.0
1558061539590;010D;0.0
1558061539946;010D;0.0
1558061540041;gps;43.500366666666665:-96.74824500000001:0.0:1558061541000:432.8:0.9:0.0
1558061540160;010D;0.0
1558061540389;010D;0.0
1558061540625;010D;0.0
1558061540841;010D;0.0
1558061541038;010D;0.0
1558061541349;gps;43.500366666666665:-96.74824500000001:0.0:1558061542000:432.8:0.9:0.0
1558061541488;010D;3.0
1558061542005;010D;5.0
1558061542186;gps;43.500366666666665:-96.74824500000001:0.0:1558061543000:432.8:1.1:0.0
1558061542397;010D;11.0
1558061542605;010D;13.0
1558061542973;010D;15.0
1558061543095;gps;43.500364999999995:-96.74822333333334:1.7573774:1558061544000:432.3:1.2:3.552098
1558061543188;010D;16.0
1558061543499;010D;17.0
1558061543771;010D;18.0
1558061544077;gps;43.500364999999995:-96.74816666666666:4.5705895:1558061545000:432.2:1.4:5.245534
1558061544087;010D;19.0
1558061544345;010D;20.0
1558061544671;010D;21.0
1558061545204;gps;43.50037166666666:-96.748095:5.8277903:1558061546000:432.0:1.5:6.028941
1558061545214;010D;21.0
1558061545549;010D;21.0
1558061546203;gps;43.50038500000001:-96.74802333333334:5.967554:1558061547000:432.0:1.5:6.0207057
1558061546468;010D;21.0
1558061547066;gps;43.500413333333334:-96.74796333333333:5.7746015:1558061548000:432.0:1.6:5.9918814
1558061547069;010D;21.0
1558061547598;010D;20.0
1558061548694;gps;43.50046166666666:-96.74792666666666:6.134398:1558061549000:432.0:1.6:5.8899665
1558061548695;010D;21.0
1558061549104;gps;43.50051666666666:-96.74791333333333:6.2095566:1558061550000:432.0:1.7:6.0968847
1558061549122;010D;24.0
1558061549570;010D;26.0
1558061549855;010D;28.0
1558061550165;gps;43.500585:-96.74792000000001:7.6173224:1558061551000:432.2:1.8:7.3224382
1558061550184;010D;30.0
1558061550419;010D;32.0
1558061550810;010D;33.0
1558061551134;gps;43.50066833333334:-96.74794500000002:9.483104:1558061552000:432.4:1.8:8.863517
1558061551149;010D;35.0
1558061551419;010D;37.0
1558061551748;010D;38.0
1558061551963;010D;39.0
1558061552237;gps;43.50076166666666:-96.74798166666666:10.79135:1558061553000:432.4:1.7:10.690781
1558061552257;010D;40.0
1558061552512;010D;41.0
1558061552781;010D;42.0
1558061553041;010D;42.0
1558061553142;gps;43.50086666666666:-96.74802333333334:12.149521:1558061554000:432.5:1.7:11.968836
1558061553270;010D;43.0
1558061553611;010D;43.0
1558061553892;010D;44.0
1558061554143;gps;43.500975000000004:-96.74806833333332:12.58104:1558061555000:432.7:1.7:12.765111
1558061554600;010D;46.0
1558061555035;010D;47.0
1558061555115;gps;43.50109166666666:-96.74811333333334:13.470918:1558061556000:433.0:1.6:13.14858
1558061555288;010D;47.0
1558061555500;010D;48.0
1558061555804;010D;48.0
1558061556101;gps;43.50121000000001:-96.74816166666666:13.723417:1558061557000:433.5:1.6:13.8274975
1558061556125;010D;49.0
1558061556385;010D;50.0
1558061556698;010D;50.0
1558061556946;010D;50.0
1558061557105;gps;43.501335000000005:-96.74820999999999:14.435712:1558061558000:434.0:1.6:14.213025
1558061557283;010D;50.0
1558061557526;010D;50.0
1558061557869;010D;49.0
1558061558121;010D;49.0
1558061558138;gps;43.501461666666664:-96.74826:14.650666:1558061559000:434.6:1.6:14.218172
1558061558648;010D;48.0
1558061559000;010D;47.0
1558061559158;gps;43.50158499999999:-96.74830833333333:14.257356:1558061560000:435.3:1.6:13.679257
1558061559265;010D;47.0
1558061559512;010D;46.0
1558061559776;010D;46.0
1558061560003;010D;45.0
1558061560104;gps;43.50170166666667:-96.74835499999999:13.507747:1558061561000:436.1:1.6:12.892247
1558061560279;010D;44.0
1558061560496;010D;44.0
1558061560744;010D;43.0
1558061560999;010D;42.0
1558061561206;gps;43.50180999999999:-96.74839666666666:12.506115:1558061562000:436.7:1.6:11.9606
1558061561356;010D;40.0
1558061561738;010D;39.0
1558061562028;010D;37.0
1558061562097;gps;43.501909999999995:-96.74843166666666:11.472232:1558061563000:437.2:1.6:10.826667
1558061562214;010D;35.0
1558061562469;010D;33.0
1558061563109;gps;43.501995:-96.74846333333335:9.790583:1558061564000:437.8:1.6:8.990138
1558061563119;010D;28.0
1558061563456;010D;26.0
1558061563982;010D;24.0
1558061564124;gps;43.50206:-96.74848833333333:7.5036664:1558061565000:438.4:1.5:6.754185
1558061564429;010D;23.0
1558061564646;010D;22.0
1558061564936;010D;22.0
1558061565172;gps;43.502109999999995:-96.74850999999998:5.8279185:1558061566000:438.9:1.5:5.6454735
1558061565188;010D;22.0
1558061565528;010D;23.0
1558061565870;010D;25.0
1558061566206;gps;43.502165:-96.74853499999999:6.4395514:1558061567000:439.4:1.5:7.117579
1558061566207;010D;26.0
1558061566539;010D;27.0
1558061566781;010D;27.0
1558061567047;gps;43.50222833333334:-96.74856:7.325326:1558061568000:439.7:1.5:7.739878
1558061567050;010D;27.0
1558061567289;010D;27.0
1558061567647;010D;27.0
1558061567998;010D;27.0
1558061568258;010D;27.0
1558061568259;gps;43.502295000000004:-96.74857666666666:7.5338902:1558061569000:439.9:1.5:7.62561
1558061568654;010D;26.0
1558061569051;010D;27.0
1558061569054;gps;43.502361666666665:-96.74857666666666:7.4129953:1558061570000:440.4:1.6:7.588035
1558061569280;010D;27.0
1558061569528;010D;28.0
1558061569913;010D;30.0
1558061570150;010D;32.0
1558061570167;gps;43.502426666666665:-96.74854833333332:7.5803323:1558061571000:440.1:1.6:8.083198
1558061570602;010D;33.0
1558061570898;010D;36.0
1558061571117;010D;37.0
1558061571118;gps;43.50249166666667:-96.748495:8.410875:1558061572000:439.6:1.7:9.101318
1558061571358;010D;39.0
1558061571638;010D;40.0
1558061571906;010D;42.0
1558061572116;010D;43.0
1558061572119;gps;43.50256833333333:-96.74841666666667:10.610893:1558061573000:439.6:1.8:10.889978
1558061572339;010D;44.0
1558061572598;010D;45.0
1558061573102;gps;43.50265666666666:-96.74831833333334:12.624464:1558061574000:439.4:1.8:12.909233
1558061573458;010D;49.0
1558061573812;010D;51.0
1558061574117;gps;43.50276:-96.74820333333334:14.766638:1558061575000:439.5:1.8:14.707673
1558061574137;010D;52.0
1558061574422;010D;54.0
1558061574798;010D;55.0
1558061574983;010D;56.0
1558061575189;gps;43.50286666666666:-96.74808666666668:15.140014:1558061576000:439.6:1.7:15.756162
1558061575309;010D;58.0
1558061575576;010D;58.0
1558061575883;010D;59.0
1558061576086;gps;43.502985:-96.74796333333333:16.494972:1558061577000:439.6:1.7:16.866932
1558061576096;010D;60.0
1558061576340;010D;61.0
1558061576705;010D;62.0
1558061576956;010D;63.0
1558061577085;gps;43.50311166666667:-96.747835:17.478931:1558061578000:439.9:1.7:17.911304
1558061577291;010D;64.0
1558061577675;010D;65.0
1558061578021;010D;66.0
1558061578147;gps;43.503240000000005:-96.747695:18.197025:1558061579000:439.8:1.6:18.69574
1558061578529;010D;67.0
1558061578766;010D;68.0
1558061579111;gps;43.503371666666666:-96.74754499999999:18.992405:1558061580000:439.8:1.6:19.381865
1558061579145;010D;69.0
1558061579442;010D;69.0
1558061579691;010D;69.0
1558061580039;010D;70.0
1558061580191;gps;43.50350166666667:-96.74738833333335:19.199417:1558061581000:439.3:1.6:19.609373
1558061580372;010D;70.0
1558061580547;010D;71.0
1558061580904;010D;72.0
1558061581100;gps;43.503631666666664:-96.74721999999998:19.831326:1558061582000:439.1:1.6:20.039165
1558061581290;010D;73.0
1558061581514;010D;73.0
1558061581790;010D;74.0
1558061582105;gps;43.50375999999999:-96.74704166666668:20.260984:1558061583000:438.3:1.6:20.339249
1558061582110;010D;75.0
1558061582473;010D;76.0
1558061582690;010D;77.0
1558061582904;010D;77.0
1558061583042;gps;43.503885000000004:-96.74684666666666:20.989056:1558061584000:437.5:1.6:21.74547
1558061583164;010D;78.0
1558061583722;010D;80.0
1558061584106;gps;43.50401166666667:-96.74663333333335:22.235594:1558061585000:437.3:1.6:22.528362
1558061584114;010D;82.0
1558061584325;010D;82.0
1558061584768;010D;83.0
1558061585130;gps;43.50414166666666:-96.74641166666667:22.99084:1558061586000:436.9:1.6:23.224781
1558061585142;010D;84.0
1558061585370;010D;85.0
1558061585737;010D;86.0
1558061585971;010D;87.0
1558061586065;gps;43.504265000000004:-96.74616499999999:24.163109:1558061587000:437.3:1.6:24.093119
1558061586197;010D;87.0
1558061586556;010D;88.0
1558061586801;010D;88.0
1558061587096;010D;89.0
1558061587097;gps;43.50438166666666:-96.74590666666667:24.543743:1558061588000:437.1:1.7:24.472982
1558061587369;010D;89.0
1558061587724;010D;90.0
1558061587986;010D;91.0
1558061588079;gps;43.504490000000004:-96.74563666666667:24.885841:1558061589000:437.1:1.7:24.955791
1558061588259;010D;91.0
1558061588669;010D;92.0
1558061589091;010D;93.0
1558061589103;gps;43.50459666666667:-96.74535833333333:25.388893:1558061590000:436.8:1.6:25.594048
1558061589367;010D;93.0
1558061589590;010D;94.0
1558061589906;010D;94.0
1558061590203;010D;95.0
1558061590212;gps;43.50470666666667:-96.74507166666666:26.156265:1558061591000:436.7:1.6:26.18186
1558061590482;010D;95.0
1558061590768;010D;96.0
1558061591102;010D;96.0
1558061591109;gps;43.50482166666667:-96.74477833333334:26.892553:1558061592000:437.0:1.6:26.72026
1558061591359;010D;97.0
1558061591611;010D;97.0
1558061591809;010D;98.0
1558061592034;010D;98.0
1558061592149;gps;43.504940000000005:-96.74448166666667:27.305979:1558061593000:437.0:1.6:27.224173
1558061592280;010D;99.0
1558061592671;010D;99.0
1558061592918;010D;99.0
1558061593068;gps;43.50505666666666:-96.74418166666668:27.453753:1558061594000:436.9:1.6:27.68176
1558061593203;010D;99.0
1558061593567;010D;99.0
1558061593805;010D;99.0
1558061594049;010D;99.0
1558061594314;gps;43.505174999999994:-96.74387499999999:28.01529:1558061595000:437.0:1.6:27.90721
1558061594496;010D;99.0
1558061594854;010D;99.0
1558061595116;010D;99.0
1558061595118;gps;43.505289999999995:-96.743565:28.082163:1558061596000:436.3:1.6:28.06626
1558061595439;010D;100.0
1558061595659;010D;100.0
1558061596126;010D;100.0
1558061596127;gps;43.505403333333334:-96.74325500000002:27.998219:1558061597000:435.9:1.6:28.233543
1558061596424;010D;100.0
1558061596890;010D;101.0
1558061597097;010D;101.0
1558061597098;gps;43.50551833333334:-96.74294499999999:28.082079:1558061598000:435.1:1.6:27.94633
1558061597477;010D;101.0
1558061597796;010D;101.0
1558061598154;010D;101.0
1558061598170;gps;43.50563333333333:-96.74263166666667:28.321648:1558061599000:435.0:1.6:28.291706
1558061598562;010D;101.0
1558061598861;010D;102.0
1558061599071;gps;43.505750000000006:-96.74231833333333:28.405762:1558061600000:434.9:1.6:28.468256
1558061599239;010D;102.0
1558061599628;010D;102.0
1558061599875;010D;102.0
1558061600121;010D;102.0
1558061600128;gps;43.50586666666666:-96.74200333333334:28.525364:1558061601000:434.6:1.6:28.4348
1558061600355;010D;102.0
1558061600560;010D;102.0
1558061600814;010D;102.0
1558061601162;010D;102.0
1558061601163;gps;43.505984999999995:-96.74168833333333:28.610079:1558061602000:434.3:1.6:28.447668
1558061601565;010D;102.0
1558061602116;010D;102.0
1558061602119;gps;43.50610166666667:-96.74137333333334:28.525276:1558061603000:433.6:1.6:28.4873
1558061602561;010D;102.0
1558061602819;010D;102.0
1558061603187;010D;103.0
1558061603188;gps;43.50622:-96.74105999999999:28.4907:1558061604000:433.7:1.6:28.469286
1558061603437;010D;103.0
1558061603709;010D;103.0
1558061604018;010D;103.0
1558061604156;gps;43.50633833333333:-96.74074666666665:28.490656:1558061605000:433.7:1.6:28.479065
1558061604303;010D;103.0
1558061604488;010D;103.0
1558061604876;010D;103.0
1558061605130;010D;103.0
1558061605137;gps;43.50645833333333:-96.740435:28.457882:1558061606000:433.8:1.6:28.50583
1558061605360;010D;103.0
1558061605587;010D;103.0
1558061606077;010D;103.0
1558061606078;gps;43.50657833333333:-96.74012333333333:28.457838:1558061607000:433.6:1.6:28.51973
1558061606412;010D;103.0
1558061606600;010D;103.0
1558061606835;010D;103.0
1558061607279;010D;103.0
1558061607284;gps;43.50669666666666:-96.73980833333331:28.609812:1558061608000:433.7:1.6:28.527964
1558061607504;010D;103.0
1558061607804;010D;103.0
1558061608042;010D;103.0
1558061608247;gps;43.506815:-96.73949333333333:28.609768:1558061609000:433.9:1.6:28.54495
1558061608347;010D;103.0
1558061608682;010D;103.0
1558061608986;010D;103.0
1558061609136;gps;43.506935000000006:-96.73917833333334:28.695429:1558061610000:433.9:1.6:28.568628
1558061609255;010D;103.0
1558061609533;010D;103.0
1558061609927;010D;103.0
1558061610055;gps;43.50705333333334:-96.73886333333333:28.609678:1558061611000:433.9:1.7:28.593334
1558061610208;010D;103.0
1558061610462;010D;103.0
1558061610803;010D;103.0
1558061611231;010D;103.0
1558061611232;gps;43.507173333333334:-96.73854666666666:28.814405:1558061612000:433.7:1.7:28.724588
1558061611606;010D;103.0
1558061611890;010D;103.0
1558061612097;010D;103.0
1558061612118;gps;43.507295000000006:-96.73822999999999:28.900648:1558061613000:433.8:1.7:28.603113
1558061612358;010D;103.0
1558061612670;010D;103.0
1558061612856;010D;103.0
1558061613076;010D;103.0
1558061613077;gps;43.50741166666667:-96.73791833333334:28.285631:1558061614000:433.8:1.6:28.579952
1558061613280;010D;103.0
1558061613523;010D;103.0
1558061613800;010D;103.0
1558061614078;gps;43.507529999999996:-96.73760333333333:28.6095:1558061615000:433.6:1.6:28.59282
1558061614217;010D;103.0
1558061614580;010D;103.0
1558061614971;010D;103.0
1558061615092;gps;43.50764666666667:-96.73728666666666:28.64447:1558061616000:433.0:1.6:28.734367
1558061615223;010D;103.0
1558061615611;010D;103.0
1558061615856;010D;103.0
1558061616101;010D;103.0
1558061616102;gps;43.50776333333333:-96.73697166666668:28.524652:1558061617000:433.1:1.6:28.71172
1558061616415;010D;103.0
1558061616755;010D;103.0
1558061616947;010D;103.0
1558061617097;gps;43.507885:-96.73665833333334:28.66315:1558061618000:433.1:1.6:28.744148
1558061617309;010D;103.0
1558061617895;010D;103.0
1558061618361;010D;103.0
1558061618362;gps;43.508005000000004:-96.73634333333332:28.69503:1558061619000:432.6:1.6:28.745176
1558061618885;010D;103.0
1558061619184;gps;43.508125:-96.73602833333334:28.694986:1558061620000:432.1:1.6:28.75187
1558061619419;010D;103.0
1558061619710;010D;103.0
1558061619975;010D;103.0
1558061620084;gps;43.50824666666667:-96.73571666666666:28.544592:1558061621000:432.4:1.6:28.640173
1558061620235;010D;103.0
1558061620397;010D;103.0
1558061620703;010D;103.0
1558061621003;010D;103.0
1558061621204;gps;43.50837166666667:-96.73540666666668:28.604519:1558061622000:432.9:1.6:28.669514
1558061621335;010D;103.0
1558061621716;010D;103.0
1558061621956;010D;103.0
1558061622142;gps;43.508498333333335:-96.73509833333334:28.577953:1558061623000:433.8:1.6:28.668484
1558061622266;010D;103.0
1558061622571;010D;103.0
1558061622848;010D;103.0
1558061623237;010D;103.0
1558061623240;gps;43.50863:-96.73479166666667:28.740232:1558061624000:434.7:1.6:28.670542
1558061623597;010D;103.0
1558061623836;010D;102.0
1558061624044;010D;102.0
1558061624046;gps;43.508755:-96.73448166666667:28.60438:1558061625000:435.3:1.6:28.475462
1558061624336;010D;102.0
1558061624724;010D;102.0
1558061625087;010D;102.0
1558061625123;gps;43.50887666666666:-96.73417333333333:28.307938:1558061626000:436.1:1.6:28.335459
1558061625359;010D;102.0
1558061625684;010D;102.0
1558061626001;010D;102.0
1558061626182;gps;43.50899666666666:-96.73386333333335:28.3383:1558061627000:436.4:1.6:28.340092
1558061626344;010D;102.0
1558061626859;010D;102.0
1558061627177;010D;102.0
1558061627179;gps;43.509118333333326:-96.73355500000001:28.30785:1558061628000:437.0:1.7:28.366856
1558061627440;010D;102.0
1558061627647;010D;102.0
1558061627874;010D;102.0
1558061628166;010D;102.0
1558061628184;gps;43.50924:-96.73324833333332:28.189812:1558061629000:437.5:1.7:28.402887
1558061628479;010D;102.0
1558061628811;010D;102.0
1558061629121;010D;102.0
1558061629131;gps;43.50935666666666:-96.73293833333334:28.16554:1558061630000:438.1:1.7:28.402372
1558061629455;010D;102.0
1558061629698;010D;102.0
1558061629943;010D;102.0
1558061630071;gps;43.50946999999999:-96.73262333333332:28.357363:1558061631000:438.6:1.7:28.391048
1558061630188;010D;102.0
1558061630468;010D;102.0
1558061630758;010D;102.0
1558061631034;010D;103.0
1558061631251;gps;43.50958000000001:-96.73230666666664:28.31572:1558061632000:438.8:1.7:28.495022
1558061631383;010D;103.0
1558061631675;010D;103.0
1558061631979;010D;103.0
1558061632086;gps;43.50969:-96.73199166666667:28.194515:1558061633000:439.2:1.7:28.744663
1558061632177;010D;103.0
1558061632441;010D;103.0
1558061632639;010D;103.0
1558061632945;010D;103.0
1558061633079;gps;43.50980333333334:-96.73167333333335:28.598299:1558061634000:439.7:1.7:28.775032
1558061633150;010D;103.0
1558061633371;010D;103.0
1558061633649;010D;103.0
1558061633936;010D;103.0
1558061634079;gps;43.50992166666666:-96.73135499999998:28.847569:1558061635000:440.2:1.7:28.7704
1558061634170;010D;104.0
1558061634406;010D;104.0
1558061634688;010D;104.0
1558061634915;010D;104.0
1558061635203;010D;104.0
1558061635208;gps;43.51004:-96.73103666666665:28.847523:1558061636000:440.5:1.7:28.856358
1558061635545;010D;104.0
1558061635811;010D;104.0
1558061636021;gps;43.51016166666667:-96.73071833333333:29.018415:1558061637000:440.7:1.7:29.03548
1558061636257;010D;104.0
1558061636491;010D;104.0
1558061636679;010D;104.0
1558061637026;010D;105.0
1558061637120;gps;43.510281666666664:-96.73040333333331:28.694181:1558061638000:440.5:1.7:29.062246
1558061637247;010D;105.0
1558061637516;010D;105.0
1558061637860;010D;105.0
1558061638068;gps;43.510403333333336:-96.73008333333334:29.137297:1558061639000:440.3:1.7:29.169308
1558061638086;010D;105.0
1558061638285;010D;105.0
1558061638703;010D;105.0
1558061638968;010D;105.0
1558061639089;gps;43.51052333333334:-96.72976333333332:29.051668:1558061640000:440.0:1.7:29.336594
1558061639490;010D;105.0
1558061639757;010D;105.0
1558061640018;010D;105.0
1558061640210;gps;43.51064666666666:-96.72944166666666:29.34247:1558061641000:439.0:1.6:29.338137
1558061640330;010D;105.0
1558061640563;010D;105.0
1558061640783;010D;105.0
1558061641087;gps;43.51077:-96.72912166666669:29.22367:1558061642000:438.0:1.6:29.253208
1558061641097;010D;105.0
1558061641426;010D;105.0
1558061641697;010D;105.0
1558061642054;gps;43.510895:-96.72880166666667:29.311047:1558061643000:436.8:1.6:29.358212
1558061642063;010D;105.0
1558061642259;010D;105.0
1558061642617;010D;105.0
1558061642858;010D;105.0
1558061643226;gps;43.511019999999995:-96.72848:29.429401:1558061644000:435.6:1.6:29.361814
1558061643243;010D;105.0
1558061643532;010D;105.0
1558061643924;010D;105.0
1558061644230;gps;43.51114333333333:-96.72815999999999:29.223528:1558061645000:434.9:1.7:29.216663
1558061644239;010D;105.0
1558061644444;010D;105.0
1558061644642;010D;105.0
1558061644923;010D;105.0
1558061645129;gps;43.511265:-96.72784000000001:29.13697:1558061646000:434.0:1.7:29.203794
1558061645134;010D;105.0
1558061645346;010D;105.0
1558061645562;010D;105.0
1558061645758;010D;105.0
1558061645961;010D;105.0
1558061646170;gps;43.511386666666674:-96.72752166666666:29.017954:1558061647000:433.1:1.7:29.34946
1558061646185;010D;105.0
1558061646348;010D;104.0
